STATION,ELEVATION,LATITUDE,LONGITUDE,DATE,HPCP
COOP:305811,3.4,40.77944,-73.88028,20130410 19:00,14
COOP:305811,3.4,40.77944,-73.88028,20130410 20:00,2
COOP:305811,3.4,40.77944,-73.88028,20130410 22:00,20
COOP:305811,3.4,40.77944,-73.88028,20130410 23:00,4
COOP:305811,3.4,40.77944,-73.88028,20130411 00:00,1
COOP:305811,3.4,40.77944,-73.88028,20130411 01:00,0
COOP:305811,3.4,40.77944,-73.88028,20130412 04:00,0
COOP:305811,3.4,40.77944,-73.88028,20130412 05:00,0
COOP:305811,3.4,40.77944,-73.88028,20130412 06:00,0
COOP:305811,3.4,40.77944,-73.88028,20130412 07:00,1
COOP:305811,3.4,40.77944,-73.88028,20130412 08:00,2
COOP:305811,3.4,40.77944,-73.88028,20130412 09:00,22
COOP:305811,3.4,40.77944,-73.88028,20130412 10:00,11
COOP:305811,3.4,40.77944,-73.88028,20130412 11:00,8
COOP:305811,3.4,40.77944,-73.88028,20130412 12:00,3
COOP:305811,3.4,40.77944,-73.88028,20130412 13:00,0
